,Date,Close-BTCUSDT,Close-ETHUSDT,Close-BNBUSDT,Close-ADAUSDT,Close-XRPUSDT,Close-DOGEUSDT,Close-DOTUSDT,Close-UNIUSDT,Close-BCHUSDT,Close-SOLUSDT,Close-LTCUSDT,Close-LINKUSDT,Close-MATICUSDT,Close-THETAUSDT,Close-ETCUSDT,Close-XLMUSDT,Close-ICPUSDT,Close-VETUSDT,Close-FILUSDT,Close-TRXUSDT,Close-EOSUSDT,Close-AAVEUSDT,Close-XMRUSDT,Close-LUNAUSDT,Close-SHIBUSDT,Close-ATOMUSDT,Close-ALGOUSDT,Close-FTTUSDT,Close-CAKEUSDT,Close-MKRUSDT,Close-NEOUSDT
19,2017-09-05 03:00:00,4366.47,312.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2017-09-06 03:00:00,4619.77,335.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2017-09-07 03:00:00,4691.61,334.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2017-09-08 03:00:00,4282.8,302.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2017-09-09 03:00:00,4258.81,296.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2017-09-10 03:00:00,4130.37,293.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2017-09-11 03:00:00,4208.47,297.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2017-09-12 03:00:00,4163.72,293.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2017-09-13 03:00:00,3944.69,276.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2017-09-14 03:00:00,3189.02,215.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2017-09-15 03:00:00,3700.0,253.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2017-09-16 03:00:00,3714.95,249.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2017-09-17 03:00:00,3699.99,257.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2017-09-18 03:00:00,4035.01,294.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2017-09-19 03:00:00,3910.04,284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2017-09-20 03:00:00,3900.0,282.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2017-09-21 03:00:00,3609.99,257.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2017-09-22 03:00:00,3595.87,264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2017-09-23 03:00:00,3780.0,285.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2017-09-24 03:00:00,3660.02,282.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2017-09-25 03:00:00,3920.75,294.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2017-09-26 03:00:00,3882.35,287.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2017-09-27 03:00:00,4193.0,309.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2017-09-28 03:00:00,4174.5,302.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2017-09-29 03:00:00,4174.69,292.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2017-09-30 03:00:00,4378.51,304.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2017-10-01 03:00:00,4378.48,303.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2017-10-02 03:00:00,4380.0,296.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2017-10-03 03:00:00,4310.0,292.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2017-10-04 03:00:00,4208.59,291.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2017-10-05 03:00:00,4292.43,294.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2017-10-06 03:00:00,4369.0,310.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2017-10-07 03:00:00,4423.0,311.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2017-10-08 03:00:00,4640.0,311.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2017-10-09 03:00:00,4786.95,297.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2017-10-10 03:00:00,4783.06,298.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2017-10-11 03:00:00,4821.43,304.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2017-10-12 03:00:00,5430.0,303.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2017-10-13 03:00:00,5649.98,337.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2017-10-14 03:00:00,5869.99,342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2017-10-15 03:00:00,5709.99,337.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2017-10-16 03:00:00,5760.02,335.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,2017-10-17 03:00:00,5595.0,315.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,2017-10-18 03:00:00,5512.06,309.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,2017-10-19 03:00:00,5683.9,308.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2017-10-20 03:00:00,6010.01,304.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,2017-10-21 03:00:00,6024.97,298.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,2017-10-22 03:00:00,5950.02,293.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,2017-10-23 03:00:00,5915.93,281.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2017-10-24 03:00:00,5477.03,297.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,2017-10-25 03:00:00,5689.99,294.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,2017-10-26 03:00:00,5861.77,294.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,2017-10-27 03:00:00,5768.83,296.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2017-10-28 03:00:00,5719.64,291.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,2017-10-29 03:00:00,6169.98,305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2017-10-30 03:00:00,6120.5,307.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,2017-10-31 03:00:00,6463.0,304.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,2017-11-01 03:00:00,6753.98,287.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,2017-11-02 03:00:00,7019.98,283.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,2017-11-03 03:00:00,7115.04,304.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,2017-11-04 03:00:00,7357.09,298.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,2017-11-05 03:00:00,7345.01,295.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,2017-11-06 03:00:00,6960.12,297.97,1.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2017-11-07 03:00:00,7064.04,291.78,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,2017-11-08 03:00:00,7303.0,303.02,1.9889,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,2017-11-09 03:00:00,7079.99,317.87,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,2017-11-10 03:00:00,6506.98,293.5,1.7133,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,2017-11-11 03:00:00,6245.05,310.02,1.655,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,2017-11-12 03:00:00,5811.03,305.24,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,2017-11-13 03:00:00,6465.99,312.99,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,2017-11-14 03:00:00,6574.99,335.61,1.5911,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,2017-11-15 03:00:00,7240.06,331.33,1.5532,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,2017-11-16 03:00:00,7864.5,331.49,1.5599,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,2017-11-17 03:00:00,7699.19,331.23,1.5041,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,2017-11-18 03:00:00,7761.94,346.66,1.6699,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,2017-11-19 03:00:00,8038.0,354.15,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,2017-11-20 03:00:00,8212.0,367.42,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.582
96,2017-11-21 03:00:00,8119.51,362.12,1.5874,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0
97,2017-11-22 03:00:00,8205.92,380.65,1.6158,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.005
98,2017-11-23 03:00:00,8019.99,405.0,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.69
99,2017-11-24 03:00:00,8138.0,469.0,1.7292,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.5
100,2017-11-25 03:00:00,8700.01,461.82,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.831
101,2017-11-26 03:00:00,9128.02,462.84,1.8388,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.81
102,2017-11-27 03:00:00,9650.0,472.31,1.9532,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.102
103,2017-11-28 03:00:00,9896.8,466.17,1.9249,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.611
104,2017-11-29 03:00:00,9687.88,421.7,1.7565,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.482
105,2017-11-30 03:00:00,9838.96,427.43,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.438
106,2017-12-01 03:00:00,10782.99,457.51,2.0527,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.343
107,2017-12-02 03:00:00,10890.01,457.63,2.0797,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.046
108,2017-12-03 03:00:00,11165.41,460.3,2.2617,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.589
109,2017-12-04 03:00:00,11579.0,466.67,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.808
110,2017-12-05 03:00:00,11699.99,452.26,2.612,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.661
111,2017-12-06 03:00:00,13550.05,411.01,2.5134,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.634
112,2017-12-07 03:00:00,16599.0,406.33,2.6625,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.215
113,2017-12-08 03:00:00,15880.0,442.56,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.594
114,2017-12-09 03:00:00,14656.07,460.0,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.097
115,2017-12-10 03:00:00,14899.98,427.35,2.4619,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.598
116,2017-12-11 03:00:00,16587.97,508.7,2.687,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.777
117,2017-12-12 03:00:00,16349.99,620.0,2.5547,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.836
118,2017-12-13 03:00:00,16033.29,683.99,2.719,,,,,,,,290.01,,,,,,,,,,,,,,,,,,,,43.906
119,2017-12-14 03:00:00,16334.98,679.76,3.1519,,,,,,,,272.4,,,,,,,,,,,,,,,,,,,,50.273
120,2017-12-15 03:00:00,17539.83,674.95,4.12,,,,,,,,294.0,,,,,,,,,,,,,,,,,,,,47.833
121,2017-12-16 03:00:00,19102.66,682.81,4.6378,,,,,,,,293.97,,,,,,,,,,,,,,,,,,,,49.116
122,2017-12-17 03:00:00,18860.02,707.64,5.999,,,,,,,,311.4,,,,,,,,,,,,,,,,,,,,67.187
123,2017-12-18 03:00:00,18856.25,784.0,6.0,,,,,,,,352.0,,,,,,,,,,,,,,,,,,,,77.038
124,2017-12-19 03:00:00,17295.2,798.0,5.6999,,,,,,,,338.48,,,,,,,,,,,,,,,,,,,,69.75
125,2017-12-20 03:00:00,16488.98,790.21,5.1502,,,,,,,,302.7,,,,,,,,,,,,,,,,,,,,76.879
126,2017-12-21 03:00:00,15492.64,782.41,5.1596,,,,,,,,302.0,,,,,,,,,,,,,,,,,,,,70.75
127,2017-12-22 03:00:00,13326.61,635.97,4.2912,,,,,,,,250.99,,,,,,,,,,,,,,,,,,,,55.365
128,2017-12-23 03:00:00,13300.0,640.34,4.4,,,,,,,,253.44,,,,,,,,,,,,,,,,,,,,56.497
129,2017-12-24 03:00:00,13500.0,658.0,5.181,,,,,,,,262.9,,,,,,,,,,,,,,,,,,,,58.34
130,2017-12-25 03:00:00,13699.34,714.95,6.4631,,,,,,,,261.2,,,,,,,,,,,,,,,,,,,,65.476
131,2017-12-26 03:00:00,15689.01,750.0,9.254,,,,,,,,277.98,,,,,,,,,,,,,,,,,,,,65.231
132,2017-12-27 03:00:00,15459.99,739.89,10.0731,,,,,,,,262.59,,,,,,,,,,,,,,,,,,,,66.3
133,2017-12-28 03:00:00,14182.11,707.89,9.25,,,,,,,,244.68,,,,,,,,,,,,,,,,,,,,64.48
134,2017-12-29 03:00:00,14378.9,733.99,8.7094,,,,,,,,238.27,,,,,,,,,,,,,,,,,,,,73.133
135,2017-12-30 03:00:00,12440.01,681.06,7.5947,,,,,,,,206.03,,,,,,,,,,,,,,,,,,,,70.783
136,2017-12-31 03:00:00,13716.36,733.98,8.53,,,,,,,,223.69,,,,,,,,,,,,,,,,,,,,74.853
137,2018-01-01 03:00:00,13380.0,754.99,8.45,,,,,,,,222.61,,,,,,,,,,,,,,,,,,,,78.299
138,2018-01-02 03:00:00,14675.11,855.28,8.715,,,,,,,,247.33,,,,,,,,,,,,,,,,,,,,89.696
139,2018-01-03 03:00:00,14919.51,934.03,9.304,,,,,,,,238.77,,,,,,,,,,,,,,,,,,,,103.505
140,2018-01-04 03:00:00,15059.54,940.0,9.143,,,,,,,,233.0,,,,,,,,,,,,,,,,,,,,97.669
141,2018-01-05 03:00:00,16960.39,959.3,14.8908,,,,,,,,240.54,,,,,,,,,,,,,,,,,,,,95.134
142,2018-01-06 03:00:00,17069.79,1004.11,22.6,,,,,,,,275.28,,,,,,,,,,,,,,,,,,,,100.491
143,2018-01-07 03:00:00,16150.03,1123.09,18.594,,,,,,,,269.01,,,,,,,,,,,,,,,,,,,,103.096
144,2018-01-08 03:00:00,14902.54,1133.18,17.9971,,,,,,,,252.65,,,,,,,,,,,,,,,,,,,,101.361
145,2018-01-09 03:00:00,14400.0,1291.0,17.399,,,,,,,,244.48,,,,,,,,,,,,,,,,,,,,126.7
146,2018-01-10 03:00:00,14907.09,1247.0,17.5,,,,,,,,247.63,,,,,,,,,,,,,,,,,,,,122.239
147,2018-01-11 03:00:00,13238.78,1138.93,21.2024,,,,,,,,223.77,,,,,,,,,,,,,,,,,,,,107.701
148,2018-01-12 03:00:00,13740.01,1253.87,22.1999,,,,,,,,233.11,,,,,,,,,,,,,,,,,,,,123.111
149,2018-01-13 03:00:00,14210.0,1388.02,22.0246,,,,,,,,257.98,,,,,,,,,,,,,,,,,,,,139.777
150,2018-01-14 03:00:00,13474.99,1347.0,20.4541,,,,,,,,234.12,,,,,,,,,,,,,,,,,,,,170.0
151,2018-01-15 03:00:00,13539.93,1271.0,19.3396,,,,,,,,229.5,,,,,,,,,,,,,,,,,,,,189.382
152,2018-01-16 03:00:00,10900.0,1000.0,13.1996,,,,,,,,179.28,,,,,,,,,,,,,,,,,,,,137.502
153,2018-01-17 03:00:00,10988.79,1000.0,14.1998,,,,,,,,182.44,,,,,,,,,,,,,,,,,,,,142.0
154,2018-01-18 03:00:00,10961.97,994.0,14.1397,,,,,,,,186.14,,,,,,,,,,,,,,,,,,,,139.501
155,2018-01-19 03:00:00,11474.98,1032.5,14.9447,,,,,,,,191.42,,,,,,,,,,,,,,,,,,,,139.523
156,2018-01-20 03:00:00,12799.94,1152.75,16.1712,,,,,,,,210.4,,,,,,,,,,,,,,,,,,,,149.999
157,2018-01-21 03:00:00,11530.0,1049.0,14.1334,,,,,,,,190.16,,,,,,,,,,,,,,,,,,,,132.589
158,2018-01-22 03:00:00,10760.05,993.0,12.91,,,,,,,,178.0,,,,,,,,,,,,,,,,,,,,123.314
159,2018-01-23 03:00:00,10799.18,980.0,13.1022,,,,,,,,176.98,,,,,,,,,,,,,,,,,,,,122.77
160,2018-01-24 03:00:00,11349.99,1061.0,13.8,,,,,,,,180.89,,,,,,,,,,,,,,,,,,,,138.0
161,2018-01-25 03:00:00,11175.27,1056.52,13.1905,,,,,,,,179.59,,,,,,,,,,,,,,,,,,,,138.024
162,2018-01-26 03:00:00,11089.0,1051.03,13.1344,,,,,,,,177.09,,,,,,,,,,,,,,,,,,,,137.621
163,2018-01-27 03:00:00,11491.0,1118.99,13.3994,,,,,,,,182.1,,,,,,,,,,,,,,,,,,,,141.959
164,2018-01-28 03:00:00,11879.95,1251.96,13.7739,,,,,,,,196.74,,,,,,,,,,,,,,,,,,,,154.101
165,2018-01-29 03:00:00,11251.0,1177.01,12.815,,,,,,,,181.5,,,,,,,,,,,,,,,,,,,,168.289
166,2018-01-30 03:00:00,10237.51,1085.5,11.4749,,,,,,,,168.21,,,,,,,,,,,,,,,,,,,,146.185
167,2018-01-31 03:00:00,10285.1,1124.81,11.3131,,,,,,,,165.19,,,,,,,,,,,,,,,,,,,,146.488
168,2018-02-01 03:00:00,9224.52,1041.94,9.5138,,,,,,,,143.69,,,,,,,,,,,,,,,,,,,,126.5
169,2018-02-02 03:00:00,8873.03,922.3,9.7484,,,,,,,,131.68,,,,,,,,,,,,,,,,,,,,121.155
170,2018-02-03 03:00:00,9199.96,971.0,9.7252,,,,,,,,160.3,,,,,,,,,,,,,,,,,,,,124.601
171,2018-02-04 03:00:00,8184.81,823.56,8.3511,,,,,,,,147.09,,,,,,,,,,,,,,,,,,,,107.025
172,2018-02-05 03:00:00,6939.99,697.92,6.7315,,,,,,,,125.17,,,,,,,,,,,,,,,,,,,,82.136
173,2018-02-06 03:00:00,7652.14,779.25,8.263,,,,,,,,141.0,,,,,,,,,,,,,,,,,,,,103.534
174,2018-02-07 03:00:00,7599.0,754.0,8.0647,,,,,,,,137.21,,,,,,,,,,,,,,,,,,,,102.337
175,2018-02-08 03:00:00,7784.02,781.66,8.2791,,,,,,,,142.37,,,,,,,,,,,,,,,,,,,,109.2
176,2018-02-09 03:00:00,8683.92,877.0,9.86,,,,,,,,163.73,,,,,,,,,,,,,,,,,,,,114.52
177,2018-02-10 03:00:00,8533.98,851.15,9.2448,,,,,,,,154.65,,,,,,,,,,,,,,,,,,,,107.3
178,2018-02-11 03:00:00,8063.88,808.99,8.674,,,,,,,,148.28,,,,,,,,,,,,,,,,,,,,101.707
179,2018-02-12 03:00:00,8903.0,866.66,9.3389,,,,,,,,161.49,,,,,,,,,,,,,,,,,,,,111.89
180,2018-02-13 03:00:00,8539.9,841.57,9.016,,,,,,,,159.63,,,,,,,,,,,,,,,,,,,,108.5
181,2018-02-14 03:00:00,9449.99,919.09,10.4096,,,,,,,,212.25,,,,,,,,,,,,,,,,,,,,122.001
182,2018-02-15 03:00:00,10000.09,924.55,10.8661,,,,,,,,220.64,,,,,,,,,,,,,,,,,,,,121.003
183,2018-02-16 03:00:00,10159.98,938.67,11.25,,,,,,,,228.08,,,,,,,,,,,,,,,,,,,,127.415
184,2018-02-17 03:00:00,11039.55,969.99,11.66,,,,,,,,228.0,,,,,,,,,,,,,,,,,,,,134.999
185,2018-02-18 03:00:00,10383.43,911.0,10.6631,,,,,,,,213.66,,,,,,,,,,,,,,,,,,,,125.121
186,2018-02-19 03:00:00,11153.0,938.11,11.0601,,,,,,,,221.44,,,,,,,,,,,,,,,,,,,,136.391
187,2018-02-20 03:00:00,11200.99,882.99,9.8888,,,,,,,,228.51,,,,,,,,,,,,,,,,,,,,124.66
188,2018-02-21 03:00:00,10437.6,835.89,9.3799,,,,,,,,209.6,,,,,,,,,,,,,,,,,,,,117.697
189,2018-02-22 03:00:00,9811.04,801.49,8.86,,,,,,,,192.61,,,,,,,,,,,,,,,,,,,,111.478
190,2018-02-23 03:00:00,10131.04,851.6,9.693,,,,,,,,206.4,,,,,,,,,,,,,,,,,,,,118.336
191,2018-02-24 03:00:00,9694.51,833.94,9.0873,,,,,,,,206.5,,,,,,,,,,,,,,,,,,,,115.25
192,2018-02-25 03:00:00,9590.0,841.19,9.35,,,,,,,,217.78,,,,,,,,,,,,,,,,,,,,116.789
193,2018-02-26 03:00:00,10324.0,867.98,9.9199,,,,,,,,218.5,,,,,,,,,,,,,,,,,,,,134.402
194,2018-02-27 03:00:00,10569.04,870.11,10.56,,,,,,,,214.6,,,,,,,,,,,,,,,,,,,,139.856
195,2018-02-28 03:00:00,10326.76,853.5,10.4536,,,,,,,,201.86,,,,,,,,,,,,,,,,,,,,131.7
196,2018-03-01 03:00:00,10920.0,870.63,10.4768,,,,,,,,209.17,,,,,,,,,,,,,,,,,,,,128.555
197,2018-03-02 03:00:00,11039.0,856.28,10.2348,,,,,,,,212.8,,,,,,,,,,,,,,,,,,,,123.58
198,2018-03-03 03:00:00,11464.48,856.02,10.2399,,,,,,,,210.04,,,,,,,,,,,,,,,,,,,,121.379
199,2018-03-04 03:00:00,11515.0,866.66,10.4139,,,,,,,,213.19,,,,,,,,,,,,,,,,,,,,119.3
200,2018-03-05 03:00:00,11454.0,849.84,10.0847,,,,,,,,210.14,,,,,,,,,,,,,,,,,,,,111.183
201,2018-03-06 03:00:00,10716.48,813.11,9.3899,,,,,,,,196.24,,,,,,,,,,,,,,,,,,,,104.357
202,2018-03-07 03:00:00,9910.0,749.9,9.0405,,,,,,,,185.25,,,,,,,,,,,,,,,,,,,,100.1
203,2018-03-08 03:00:00,9271.64,695.46,8.2703,,,,,,,,175.24,,,,,,,,,,,,,,,,,,,,90.402
204,2018-03-09 03:00:00,9227.0,723.71,8.2807,,,,,,,,185.79,,,,,,,,,,,,,,,,,,,,91.64
205,2018-03-10 03:00:00,8770.22,680.58,7.65,,,,,,,,176.74,,,,,,,,,,,,,,,,,,,,84.73
206,2018-03-11 03:00:00,9533.57,720.85,8.268,,,,,,,,188.16,,,,,,,,,,,,,,,,,,,,90.445
207,2018-03-12 03:00:00,9131.34,697.11,8.034,,,,,,,,177.8,,,,,,,,,,,,,,,,,,,,85.25
208,2018-03-13 03:00:00,9150.0,689.94,10.2188,,,,,,,,175.01,,,,,,,,,,,,,,,,,,,,83.0
209,2018-03-14 03:00:00,8170.0,610.1,8.9243,,,,,,,,160.15,,,,,,,,,,,,,,,,,,,,71.2
210,2018-03-15 03:00:00,8240.98,608.83,9.1047,,,,,,,,164.0,,,,,,,,,,,,,,,,,,,,69.06
211,2018-03-16 03:00:00,8260.0,599.05,9.0645,,,,,,,,164.1,,,,,,,,,,,,,,,,,,,,67.288
212,2018-03-17 03:00:00,7824.8,546.95,8.9231,,,,,,,,151.75,,,,,,,,,,,,,,,,,,,,60.2
213,2018-03-18 03:00:00,8189.99,537.0,8.9648,,,,,,,,153.5,,,,,,,,,,,,,,,,,,,,65.2
214,2018-03-19 03:00:00,8600.0,556.88,9.035,,,,,,,,161.2,,,,,,,,,,,,,,,,,,,,72.53
215,2018-03-20 03:00:00,8909.98,557.0,9.1618,,,,,,,,168.24,,,,,,,,,,,,,,,,,,,,75.713
216,2018-03-21 03:00:00,8885.0,559.17,9.9777,,,,,,,,168.54,,,,,,,,,,,,,,,,,,,,72.58
217,2018-03-22 03:00:00,8722.9,539.92,10.0806,,,,,,,,163.65,,,,,,,,,,,,,,,,,,,,69.289
218,2018-03-23 03:00:00,8898.03,543.03,11.7397,,,,,,,,168.66,,,,,,,,,,,,,,,,,,,,68.847
219,2018-03-24 03:00:00,8546.86,520.22,13.2398,,,,,,,,158.92,,,,,,,,,,,,,,,,,,,,65.225
220,2018-03-25 03:00:00,8470.15,523.74,12.95,,,,,,,,160.01,,,,,,,,,,,,,,,,,,,,65.521
221,2018-03-26 03:00:00,8134.23,485.0,12.05,,,,,,,,147.83,,,,,,,,,,,,,,,,,,,,58.879
222,2018-03-27 03:00:00,7795.51,448.5,11.5404,,,,,,,,135.0,,,,,,,,,,,,,,,,,,,,55.365
223,2018-03-28 03:00:00,7949.3,446.67,11.6888,,,,,,,,131.22,,,,,,,,,,,,,,,,,,,,57.165
224,2018-03-29 03:00:00,7090.14,384.0,10.1877,,,,,,,,114.7,,,,,,,,,,,,,,,,,,,,51.606
225,2018-03-30 03:00:00,6840.23,392.43,10.3955,,,,,,,,118.35,,,,,,,,,,,,,,,,,,,,50.296
